,Category,Brand,Comments,Repair_Status,Event_Location,Restart_Group,Event_Date,Location_Coordinates
1978,Hi-Fi separates,Unknown,crackling sound,Fixed,Kinning Park Complex,Repair Café Glasgow,2018-11-17,"[55.8507644, -4.2871166]"
1979,Toaster,Dualit,lever not staying down,Fixed,Kinning Park Complex,Repair Café Glasgow,2018-11-17,"[55.8507644, -4.2871166]"
1980,Portable radio,Bush,volume/channel control intermittent failure,Repairable,Kinning Park Complex,Repair Café Glasgow,2018-11-17,"[55.8507644, -4.2871166]"
1981,"Flat screen 26-30""",LG,"screen doesn't work, power turns off after turning on",Repairable,Kinning Park Complex,Repair Café Glasgow,2018-11-17,"[55.8507644, -4.2871166]"
1982,Handheld entertainment device,Sony,Spindle doesn't turn.  Belts work out - getting new ones and returning next session.,Repairable,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
1983,Misc,Unknown,Wire snapped off circuit.,Fixed,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
1984,Fan,Unknown,Not working - no fault found.,End of life,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
1985,Vacuum,Hoover,"Brush not spinning. Cleaned the brush, so it now turns.",Fixed,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
1986,Small kitchen item,Russell Hobbs,Leaks - metal fitter cleared and advised to run a descaling cycle.,Fixed,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
1987,Fan,Unknown,Not turning. Stripped and cleaned bearings.,Fixed,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
1988,Toaster,Unknown,Not working. Earth integrity fault.,Fixed,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
1989,Mobile,Unknown,"Download problems - reset and set up again, all fine.",Fixed,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
1990,Misc,Unknown,"Not steaming - blockage removed, but motor inlet pipe split.",End of life,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
1991,Misc,Unknown,Making weird noise - battery running out and not a model where the battery is changeable.,End of life,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
1992,Lamp,Unknown,Bulb socket broken - shown how to replace when part sourced.,Repairable,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
1993,Aircon/Dehumidifier,Unknown,Stopped working - replacement tube needed. Will source and return next time.,Repairable,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
1994,Misc,Bosch,"Won't pump out. Suspected flood sensor default. Unable to open at session, but advice given to do at home with manual and somewhere safe for water to flood out.",Repairable,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
1995,Lamp,Unknown,"Not working. Broken fitting, and requires new fitting to be attached.",Repairable,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
1996,Mobile,Apple,"Home button broken - kit not available to fix, suggested local professional.",Repairable,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
1997,Misc,Unknown,Sole of one show won't charge.  Loose connection at USB charge point...hold firmly (use peg) when charging.,Fixed,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
1998,Aircon/Dehumidifier,Unknown,Went 'bang' and now not working.  Varistor failed and item ordered to fit next time.,Repairable,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
1999,Misc,Unknown,"Sound, but no picture for videos.  Checked internally, but no obvious sign of damage or loose cables.  Suggested specialist help.",Repairable,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
2000,Hair & Beauty item,Unknown,Rattling.  Cleaned up and now fixed. Advised to run hoover through it occasionally.,Fixed,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
2001,Mobile,LG,"SD card reader not reading. SD card is fine, but reader unable to receive.",Repairable,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
2002,Misc,Swordfish,Pencil sharpener from local school. Was dropped and stopped working - motor taken apart and connection fixed.,Fixed,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
2003,Aircon/Dehumidifier,Stanley,Can't switch it off. New switch required...will order and return for help to fix it.,Repairable,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
2004,Misc,Diall,"Torch light.Won't charge. Charger failing and not fixable, get a new one and the torch will work.",Repairable,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
2005,Mobile,Unknown,"Lead faulty - can charge but no data connection. Can't fix, but can still use as a charging lead.",Fixed,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
2006,Toy,Unknown,Electrics not working - intermittent fault of power to control circuit fixed.,Fixed,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
2007,Portable radio,Unknown,"Volume control wasn't working.  Took apart and inspected, tested and all seems to work now.",Fixed,Portsmouth,Repair Café Portsmouth,2018-11-17,"[50.8111705, -1.0792584]"
2008,Lamp,Unknown,None,Fixed,"Reading Hackspace, rLab",Reading Repair Café,2018-11-18,"[51.45762389999999, -0.9801139999999999]"
2009,Hi-Fi separates,Unknown,need cleaning,Unknown,"Reading Hackspace, rLab",Reading Repair Café,2018-11-18,"[51.45762389999999, -0.9801139999999999]"
2010,Toy,Unknown,spigot needed a new hole,Fixed,"Reading Hackspace, rLab",Reading Repair Café,2018-11-18,"[51.45762389999999, -0.9801139999999999]"
2011,Small kitchen item,Silvercrest,overheats,Repairable,"Reading Hackspace, rLab",Reading Repair Café,2018-11-18,"[51.45762389999999, -0.9801139999999999]"
2012,Misc,Unknown,corroded,End of life,"Reading Hackspace, rLab",Reading Repair Café,2018-11-18,"[51.45762389999999, -0.9801139999999999]"
2013,PC Accessory,LaCie,re-soldering,Fixed,"Reading Hackspace, rLab",Reading Repair Café,2018-11-18,"[51.45762389999999, -0.9801139999999999]"
2014,Toy,Disney/Pixar,string pulled too hard.,Fixed,"Reading Hackspace, rLab",Reading Repair Café,2018-11-18,"[51.45762389999999, -0.9801139999999999]"
2015,Portable radio,Unknown,skipping,Unknown,"Reading Hackspace, rLab",Reading Repair Café,2018-11-18,"[51.45762389999999, -0.9801139999999999]"
2016,Handheld entertainment device,Apple,None,End of life,"Reading Hackspace, rLab",Reading Repair Café,2018-11-18,"[51.45762389999999, -0.9801139999999999]"
2017,Misc,Unknown,None,Fixed,"Reading Hackspace, rLab",Reading Repair Café,2018-11-18,"[51.45762389999999, -0.9801139999999999]"
2018,Hi-Fi separates,Unknown,"new pin, cleaned up",Fixed,"Reading Hackspace, rLab",Reading Repair Café,2018-11-18,"[51.45762389999999, -0.9801139999999999]"
2019,Hi-Fi separates,Unknown,new plug,Fixed,"Reading Hackspace, rLab",Reading Repair Café,2018-11-18,"[51.45762389999999, -0.9801139999999999]"
2020,Misc,Unknown,switch stuck,Fixed,"Reading Hackspace, rLab",Reading Repair Café,2018-11-18,"[51.45762389999999, -0.9801139999999999]"
2021,Hi-Fi separates,Unknown,None,Unknown,"Reading Hackspace, rLab",Reading Repair Café,2018-11-18,"[51.45762389999999, -0.9801139999999999]"
2022,Portable radio,Philips,None,End of life,"Reading Hackspace, rLab",Reading Repair Café,2018-11-18,"[51.45762389999999, -0.9801139999999999]"
2023,Small kitchen item,Unknown,replaced broken part,Fixed,"Reading Hackspace, rLab",Reading Repair Café,2018-11-18,"[51.45762389999999, -0.9801139999999999]"
2024,Misc,Unknown,tension,Fixed,"Reading Hackspace, rLab",Reading Repair Café,2018-11-18,"[51.45762389999999, -0.9801139999999999]"
2025,Power tool,Unknown,None,Unknown,"Reading Hackspace, rLab",Reading Repair Café,2018-11-18,"[51.45762389999999, -0.9801139999999999]"
2026,Laptop medium,Unknown,None,Unknown,"Reading Hackspace, rLab",Reading Repair Café,2018-11-18,"[51.45762389999999, -0.9801139999999999]"
2027,Misc,Casio,Screen cracked,End of life,Upper Norwood Library,Crystal Palace Library of Things,2018-11-11,"[51.419803, -0.0813227]"
2028,Small kitchen item,Krups,"Blade loose, sheared from spindle.  Part available online.",Repairable,Upper Norwood Library,Crystal Palace Library of Things,2018-11-11,"[51.419803, -0.0813227]"
2029,Musical instrument,Casio,"Original power adaptor had been replaced with wrong type.  Keyboard tested and works, just needs participant to buy the correct adaptor.",Fixed,Upper Norwood Library,Crystal Palace Library of Things,2018-11-11,"[51.419803, -0.0813227]"
2030,Lamp,Harvey,"On/Off switch not working, lamp permanently on but flickers.",Fixed,Upper Norwood Library,Crystal Palace Library of Things,2018-11-11,"[51.419803, -0.0813227]"
2031,Headphones,RHA,Earbuds. One side not working,End of life,Upper Norwood Library,Crystal Palace Library of Things,2018-11-11,"[51.419803, -0.0813227]"
2032,Hair & Beauty item,M&S,"Watch. Wrong time and beeping. Needed reset, owner had lost manual. Device still working on original battery!",Fixed,Upper Norwood Library,Crystal Palace Library of Things,2018-11-11,"[51.419803, -0.0813227]"
2033,Hi-Fi separates,Denon,Diagnosed - part to be purchase if possible,Repairable,Upper Norwood Library,Crystal Palace Library of Things,2018-11-11,"[51.419803, -0.0813227]"
2034,Laptop medium,HP,"Only stays powered for about 20 minutes on battery.  Participant was not aware the battery could be removed and replaced, shown how to do this and how to order a replacement.",Repairable,Upper Norwood Library,Crystal Palace Library of Things,2018-11-11,"[51.419803, -0.0813227]"
2035,Small kitchen item,Kenwood,Not working after spillage - fuse checked.,End of life,Upper Norwood Library,Crystal Palace Library of Things,2018-11-11,"[51.419803, -0.0813227]"
2036,Small kitchen item,Kenwood,Not switching on - fuse checked.,Fixed,Upper Norwood Library,Crystal Palace Library of Things,2018-11-11,"[51.419803, -0.0813227]"
2037,Hi-Fi integrated,Bush,"Dropped, not working.",Fixed,Upper Norwood Library,Crystal Palace Library of Things,2018-11-11,"[51.419803, -0.0813227]"
2038,Toy,Chicco,"Baby walker.Not turning on. Batteries had leaked, participant cleaned battery nest and inside device but still not working. Found loose wire, reconnected. Participant 2 was our youngest ever, 8 months!",Fixed,Upper Norwood Library,Crystal Palace Library of Things,2018-11-11,"[51.419803, -0.0813227]"
2039,Small kitchen item,Bamix,"Hand blender. Pin lost on head. Not fixable, missing part too expensive to source/fix.",End of life,Upper Norwood Library,Crystal Palace Library of Things,2018-11-11,"[51.419803, -0.0813227]"
2040,Toaster,Dualit,"Timer stopping.  Diagnosed, part ordered, participant shown how to replace and will do.",Fixed,Upper Norwood Library,Crystal Palace Library of Things,2018-11-11,"[51.419803, -0.0813227]"
2041,Toaster,Sainsbury's,Pop up mechanism not staying down,Fixed,Upper Norwood Library,Crystal Palace Library of Things,2018-11-11,"[51.419803, -0.0813227]"
2042,Vacuum,Black & Decker,"Old plug broken, needs new parts",Repairable,Upper Norwood Library,Crystal Palace Library of Things,2018-11-11,"[51.419803, -0.0813227]"
2043,Misc,CATEYE,"doesn't light-up, some rust/water damage",Repairable,The Goodlife Centre,The Goodlife Centre,2018-10-20,"[44.3266353, -68.817405]"
2044,Mobile,Apple,cracked screen,Fixed,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2045,Mobile,Apple,water damage,Fixed,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2046,Mobile,Apple,cracked screen,Fixed,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2047,Mobile,Apple,lock button problem - no part available,Repairable,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2048,Mobile,Apple,cracked screen,Fixed,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2049,Mobile,Samsung,cracked screen - no part available,Repairable,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2050,Mobile,Apple,scuffed screen,Fixed,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2051,Mobile,Samsung,Charge port failing - No part available,Repairable,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2052,Mobile,Apple,Edge cracked screen - No part available,Repairable,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2053,Mobile,Samsung,cracked screen,Fixed,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2054,Mobile,Apple,cracked screen - touch problems,Fixed,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2055,Mobile,Apple,Speaker unaudible works in whatsapp Voice but no video not' swatchaft/ call,Fixed,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2056,Mobile,Huawei,Cracked screen,Fixed,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2057,Mobile,Apple,cracked screen and slow -no part available,Repairable,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2058,Mobile,Apple,cracked screen - no part available,Repairable,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2059,Mobile,Apple,battery,Fixed,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2060,Mobile,Apple,cracked screen,Fixed,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2061,Mobile,Apple,storage - help given,Fixed,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2062,Mobile,Apple,battery,Fixed,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2063,Mobile,Apple,battery,Fixed,Lush Showcase #2,Sponsored events ex-London,2018-09-24,"[51.480058, -0.110867]"
2064,Mobile,Apple,small crack on screen,Fixed,Lush Showcase #1,Sponsored events ex-London,2018-09-23,"[51.480058, -0.110867]"
2065,Mobile,Apple,cracked screen,Fixed,Lush Showcase #1,Sponsored events ex-London,2018-09-23,"[51.480058, -0.110867]"
2066,Mobile,Apple,battery,Fixed,Lush Showcase #1,Sponsored events ex-London,2018-09-23,"[51.480058, -0.110867]"
2067,Mobile,Apple,screen,Fixed,Lush Showcase #1,Sponsored events ex-London,2018-09-23,"[51.480058, -0.110867]"
2068,Mobile,Apple,Battery,Fixed,Lush Showcase #1,Sponsored events ex-London,2018-09-23,"[51.480058, -0.110867]"
2069,Mobile,Apple,battery replacement,Fixed,Lush Showcase #1,Sponsored events ex-London,2018-09-23,"[51.480058, -0.110867]"
2070,Mobile,Apple,cracked screen,Fixed,Lush Showcase #1,Sponsored events ex-London,2018-09-23,"[51.480058, -0.110867]"
2071,Mobile,Apple,Battery,Fixed,Lush Showcase #1,Sponsored events ex-London,2018-09-23,"[51.480058, -0.110867]"
2072,Mobile,Huawei,cracked screen,Fixed,Lush Showcase #1,Sponsored events ex-London,2018-09-23,"[51.480058, -0.110867]"
2073,Mobile,Apple,cracked screen,Fixed,Lush Showcase #1,Sponsored events ex-London,2018-09-23,"[51.480058, -0.110867]"
2074,Mobile,Apple,charging problems,Fixed,Lush Showcase #1,Sponsored events ex-London,2018-09-23,"[51.480058, -0.110867]"
2075,Mobile,Apple,USB + battery,Fixed,Lush Showcase #1,Sponsored events ex-London,2018-09-23,"[51.480058, -0.110867]"
2076,Mobile,Apple,cracked screen,Fixed,Lush Showcase #1,Sponsored events ex-London,2018-09-23,"[51.480058, -0.110867]"
2077,Mobile,Apple,cracked screen,Fixed,Lush Showcase #1,Sponsored events ex-London,2018-09-23,"[51.480058, -0.110867]"
2078,Mobile,Apple,charging problems,Fixed,Lush Showcase #1,Sponsored events ex-London,2018-09-23,"[51.480058, -0.110867]"
2079,Mobile,Apple,cracked screen,Fixed,Lush Showcase #1,Sponsored events ex-London,2018-09-23,"[51.480058, -0.110867]"
2080,Mobile,Apple,cracked screen,Fixed,Lush Showcase #1,Sponsored events ex-London,2018-09-23,"[51.480058, -0.110867]"
2081,Mobile,Apple,Low battery,Fixed,Lush Showcase #1,Sponsored events ex-London,2018-09-23,"[51.480058, -0.110867]"
2082,Small kitchen item,Unknown,None,Unknown,Restart @Engim,Restarters Torino,2018-11-15,"[45.0703393, 7.686864]"
2083,PC Accessory,ASUS,ac-adapter broken,Repairable,Restart @Engim,Restarters Torino,2018-11-15,"[45.0703393, 7.686864]"
2084,Kettle,Unknown,loose screw,Fixed,Kinning Park Complex,Repair Café Glasgow,2018-10-20,"[55.8507644, -4.2871166]"
2085,Kettle,Unknown,power socket broken,End of life,Kinning Park Complex,Repair Café Glasgow,2018-10-20,"[55.8507644, -4.2871166]"
2086,Power tool,Unknown,no pressure,Repairable,Kinning Park Complex,Repair Café Glasgow,2018-10-20,"[55.8507644, -4.2871166]"
2087,Hair & Beauty item,Unknown,clogged with dust,Fixed,kinning Park Complex,Repair Café Glasgow,2018-09-27,"[55.8507644, -4.2871166]"
2088,Misc,Ryobi,broken cable,Fixed,kinning Park Complex,Repair Café Glasgow,2018-09-27,"[55.8507644, -4.2871166]"
2089,Toaster,Unknown,broken switch,End of life,kinning Park Complex,Repair Café Glasgow,2018-09-27,"[55.8507644, -4.2871166]"
2090,Small kitchen item,Unknown,wouldn't turn on,Fixed,kinning Park Complex,Repair Café Glasgow,2018-09-27,"[55.8507644, -4.2871166]"
2091,Misc,Unknown,not turning on,Fixed,kinning Park Complex,Repair Café Glasgow,2018-09-27,"[55.8507644, -4.2871166]"
2092,Handheld entertainment device,Apple,not powering on,Fixed,Kinning Park Complex,Repair Café Glasgow,2018-09-22,"[55.8507644, -4.2871166]"
2093,Hi-Fi separates,Unknown,broken bass driver,Repairable,Kinning Park Complex,Repair Café Glasgow,2018-09-22,"[55.8507644, -4.2871166]"
2094,Kettle,Unknown,broken switch,End of life,Kinning Park Complex,Repair Café Glasgow,2018-09-22,"[55.8507644, -4.2871166]"
2095,Toaster,Unknown,element failur,End of life,Kinning Park Complex,Repair Café Glasgow,2018-09-22,"[55.8507644, -4.2871166]"
2096,TV and gaming-related accessories,Unknown,won't power up,End of life,Kinning Park Complex,Repair Café Glasgow,2018-08-25,"[55.8507644, -4.2871166]"
2097,Small kitchen item,Unknown,heating element failure,End of life,Kinning Park Complex,Repair Café Glasgow,2018-08-25,"[55.8507644, -4.2871166]"
2098,Hi-Fi integrated,Alba,breaks tapes.  Cleaned head,Fixed,Granville Community Centre (Kilburn),Restarters Kilburn,2018-11-10,"[51.539813, -0.1985291]"
2099,Lamp,Tong Xiang,intermittent.  Loose parts,Fixed,Granville Community Centre (Kilburn),Restarters Kilburn,2018-11-10,"[51.539813, -0.1985291]"
